id,setId,type,correct,คำตอบที่คาด,ผลตรวจ,จำนวนชิ้นเฉลย,หมายเหตุ
pat1-2552-10-q37,pat1-2552-10,fill,'9',9,เจอแต่ไม่อยู่ท้าย,40,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2552-10-q38,pat1-2552-10,fill,'4',4,เจอแต่ไม่อยู่ท้าย,36,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2552-10-q42,pat1-2552-10,fill,'0.25',0.25,เจอแต่ไม่อยู่ท้าย,29,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2552-10-q43,pat1-2552-10,fill,'12',12,เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2552-10-q44,pat1-2552-10,fill,'8',8,เจอแต่ไม่อยู่ท้าย,44,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2552-10-q45,pat1-2552-10,fill,'56',56,เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2552-10-q46,pat1-2552-10,fill,'21',21,เจอแต่ไม่อยู่ท้าย,22,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2552-10-q47,pat1-2552-10,fill,'2',2,เจอแต่ไม่อยู่ท้าย,42,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2552-10-q48,pat1-2552-10,fill,'10',10,เจอแต่ไม่อยู่ท้าย,31,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2552-10-q50,pat1-2552-10,fill,'19',19,เจอแต่ไม่อยู่ท้าย,45,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q01,pat1-2553-03,mc,3,$(\sim p \Rightarrow q) \Leftrightarrow (\sim p \land \sim q)$,เจอแต่ไม่อยู่ท้าย,44,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q02,pat1-2553-03,mc,2,ถ้าเอกภพสัมพัทธ์เป็นเซตของจำนวนจริง นิเสธของข้อความ $\forall x \exists y[(x > 0 ,ไม่เจอเลย,48,🔴 คำตอบไม่ปรากฏในเฉลยเลย
pat1-2553-03-q04,pat1-2553-03,mc,0,$A' = \{x \in R \mid |3-x| > 4\}$,ไม่เจอเลย,42,🔴 คำตอบไม่ปรากฏในเฉลยเลย
pat1-2553-03-q05,pat1-2553-03,mc,1,$\dfrac{x^2+1}{x-1}$,เจอแต่ไม่อยู่ท้าย,44,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q06,pat1-2553-03,mc,3,ก. ผิด และ ข. ผิด,เจอแต่ไม่อยู่ท้าย,59,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q07,pat1-2553-03,mc,2,$a b^3 - a^3 b$,เจอแต่ไม่อยู่ท้าย,51,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q08,pat1-2553-03,mc,2,$y^2 - 4x^2 - 2y - 16x - 19 = 0$,เจอแต่ไม่อยู่ท้าย,45,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q09,pat1-2553-03,mc,3,ระยะตั้งฉากจากจุด $B$ ไปยังเส้นตรงที่ผ่านจุด $C$ และจุด $D$ มีค่าเท่ากับ $\dfrac,ไม่เจอเลย,53,🔴 คำตอบไม่ปรากฏในเฉลยเลย
pat1-2553-03-q10,pat1-2553-03,mc,0,$\dfrac{1}{2}(\log_2 b)^a$,เจอแต่ไม่อยู่ท้าย,33,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q11,pat1-2553-03,mc,1,"$(\log_9 8\,,\ \log_8 9)$",เจอแต่ไม่อยู่ท้าย,53,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q12,pat1-2553-03,mc,1,"$(-3, 0)$",เจอแต่ไม่อยู่ท้าย,51,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q14,pat1-2553-03,mc,1,"$\left(-\dfrac{3}{2}, 0\right)$",เจอแต่ไม่อยู่ท้าย,45,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q15,pat1-2553-03,mc,0,$x - y + 4 = 0$,เจอแต่ไม่อยู่ท้าย,38,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q16,pat1-2553-03,mc,1,$\sqrt{2}$,เจอแต่ไม่อยู่ท้าย,37,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q17,pat1-2553-03,mc,3,$\dfrac{40}{3}$,เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q18,pat1-2553-03,mc,1,$\dfrac{2}{3}$,เจอแต่ไม่อยู่ท้าย,31,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q19,pat1-2553-03,mc,0,$\dfrac{72}{425}$,เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q20,pat1-2553-03,mc,1,ก. ถูก แต่ ข. ผิด,เจอแต่ไม่อยู่ท้าย,31,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q22,pat1-2553-03,mc,2,$C < B < D < A$,ไม่เจอเลย,37,🔴 คำตอบไม่ปรากฏในเฉลยเลย
pat1-2553-03-q23,pat1-2553-03,mc,2,$72341$,เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q24,pat1-2553-03,mc,3,ก. ข. ค. และ ง. ผิดทุกข้อ,ไม่เจอเลย,35,🔴 คำตอบไม่ปรากฏในเฉลยเลย
pat1-2553-03-q25,pat1-2553-03,mc,0,"A, B, D พูดเท็จ ; C และ E พูดจริง",ไม่เจอเลย,60,🔴 คำตอบไม่ปรากฏในเฉลยเลย
pat1-2553-03-q26,pat1-2553-03,fill,'18',18,เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q29,pat1-2553-03,fill,'0.5',0.5,เจอแต่ไม่อยู่ท้าย,47,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q30,pat1-2553-03,fill,'0.5',0.5,เจอแต่ไม่อยู่ท้าย,47,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q31,pat1-2553-03,fill,'32',32,เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q32,pat1-2553-03,fill,'6',6,เจอแต่ไม่อยู่ท้าย,42,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q33,pat1-2553-03,fill,'3',3,เจอแต่ไม่อยู่ท้าย,50,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q37,pat1-2553-03,fill,'53',53,เจอแต่ไม่อยู่ท้าย,45,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q38,pat1-2553-03,fill,'6',6,เจอแต่ไม่อยู่ท้าย,40,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q39,pat1-2553-03,fill,'7',7,เจอแต่ไม่อยู่ท้าย,37,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q40,pat1-2553-03,fill,'44',44,เจอแต่ไม่อยู่ท้าย,39,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q41,pat1-2553-03,fill,'192',192,เจอแต่ไม่อยู่ท้าย,52,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q42,pat1-2553-03,fill,'520',520,เจอแต่ไม่อยู่ท้าย,44,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q43,pat1-2553-03,fill,'6',6,เจอแต่ไม่อยู่ท้าย,42,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q45,pat1-2553-03,fill,'7',7,เจอแต่ไม่อยู่ท้าย,31,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q46,pat1-2553-03,fill,'37',37,เจอแต่ไม่อยู่ท้าย,36,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q48,pat1-2553-03,fill,'0',0,เจอแต่ไม่อยู่ท้าย,50,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-03-q49,pat1-2553-03,fill,'5',5,เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q01,pat1-2553-07,mc,1,$q \Rightarrow [p \vee (q \wedge \sim r)]$,เจอแต่ไม่อยู่ท้าย,38,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q02,pat1-2553-07,mc,2,$\exists x \forall y[x + y = 1]$ มีค่าความจริงเป็นเท็จ,ไม่เจอเลย,36,🔴 คำตอบไม่ปรากฏในเฉลยเลย
pat1-2553-07-q03,pat1-2553-07,mc,3,"$\big\{ \emptyset, \{\emptyset\}, \{\{\emptyset\}\} \big\} \subset P(A)$",ไม่เจอเลย,40,🔴 คำตอบไม่ปรากฏในเฉลยเลย
pat1-2553-07-q04,pat1-2553-07,mc,2,$\left\{ x \ \middle|\ \dfrac{2}{3} < x < 1 \right\}$,ไม่เจอเลย,50,🔴 คำตอบไม่ปรากฏในเฉลยเลย
pat1-2553-07-q05,pat1-2553-07,mc,2,"$[3, 5)$",เจอแต่ไม่อยู่ท้าย,60,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q06,pat1-2553-07,mc,3,"$\left( \dfrac{\sqrt{3}}{2}, 1 \right)$",เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q07,pat1-2553-07,mc,0,$\dfrac{a^2 + b^2 + c^2}{2abc}$,เจอแต่ไม่อยู่ท้าย,48,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q08,pat1-2553-07,mc,0,$\dfrac{25\pi}{4}$ ตารางหน่วย,เจอแต่ไม่อยู่ท้าย,38,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q09,pat1-2553-07,mc,1,$8x + y - 27 = 0$,เจอแต่ไม่อยู่ท้าย,39,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q10,pat1-2553-07,mc,0,ก. ถูก และ ข. ถูก,เจอแต่ไม่อยู่ท้าย,38,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q14,pat1-2553-07,mc,1,$\dfrac{1}{8}$,เจอแต่ไม่อยู่ท้าย,36,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q17,pat1-2553-07,mc,1,$\dfrac{1}{3}$,เจอแต่ไม่อยู่ท้าย,33,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q18,pat1-2553-07,mc,0,$-11$,เจอแต่ไม่อยู่ท้าย,35,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q19,pat1-2553-07,mc,3,$-10$,เจอแต่ไม่อยู่ท้าย,40,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q20,pat1-2553-07,mc,0,$35$,เจอแต่ไม่อยู่ท้าย,31,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q21,pat1-2553-07,mc,3,ลดลง $90$,เจอแต่ไม่อยู่ท้าย,45,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q22,pat1-2553-07,mc,2,$\dfrac{2}{9}$,เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q23,pat1-2553-07,mc,0,$7917$,เจอแต่ไม่อยู่ท้าย,36,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q24,pat1-2553-07,mc,3,$\dfrac{1}{a} > \dfrac{1}{c} > \dfrac{1}{b}$,เจอแต่ไม่อยู่ท้าย,41,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q25,pat1-2553-07,mc,1,ตำแหน่งที่ $10$ (จากซ้าย) ของแถวที่ $19$,ไม่เจอเลย,32,🔴 คำตอบไม่ปรากฏในเฉลยเลย
pat1-2553-07-q26,pat1-2553-07,fill,'26',26,เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q30,pat1-2553-07,fill,'4',4,เจอแต่ไม่อยู่ท้าย,38,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q31,pat1-2553-07,fill,'4',4,เจอแต่ไม่อยู่ท้าย,60,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q37,pat1-2553-07,fill,'18',18,เจอแต่ไม่อยู่ท้าย,42,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
pat1-2553-07-q38,pat1-2553-07,fill,'10',10,เจอแต่ไม่อยู่ท้าย,37,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
